state,N,P,K,temperature,humidity,ph,rainfall,season,crop
Himachal Pradesh,43.24,23.68,31.52,33.39,37.5,7.11,0.46,June to September,bajra
West Bengal,48.63,32.15,52.03,32.37,60,6.62,11.07,June to September,jowar
Tamil Nadu,58.3,36.66,58.88,32.78,70,6.29,2.27,June to September,cotton
Uttar Pradesh,46.2,25.97,41.15,35.53,48,6.38,0,June to September,bajra
Karnataka,50.61,50.05,74.2,22.63,78.1,5.52,3.3,March to September,coffee
Haryana,78.82,40.16,42.3,28.74,49.6,6.96,0,June to September,jowar
West Bengal,78.67,46.38,44.74,26.72,86.3,6.37,5.74,June to September,rice
Kerala,54.06,43.39,73.52,24.75,90.4,6.5,2.57,March to September,coffee
Karnataka,65.01,43.89,66.9,21.01,79.9,5.53,1.83,March to September,coffee
Manipur,64.47,29.37,56.74,25.5,75.8,6.7,0.01,September to March,tomato
Haryana,75.88,45.55,57.04,23.54,57.8,6.05,1.01,September to March,tomato
Tripura,67.31,47.38,87.54,23.08,84.6,5.58,9.37,April to September,tea
Tripura,73.48,37.48,35.33,24.75,63.4,6.39,0.03,June to October,maize
Bihar,60.66,46.49,52.94,28.85,69.9,5.77,0.05,June to September,cotton
Gujarat,40.3,32.13,25.62,32.14,46.3,7.38,0.74,June to September,bajra
Tamil Nadu,91.24,46.69,56.57,19.73,77,6.38,0.33,October to March,potato
Odisha,64.07,39.31,40.25,29.92,90.7,6.02,1.08,June to September,rice
Uttarakhand,54.47,29.01,55.48,25.16,64,6.36,4.38,June to September,soybean
Telangana,48.15,42.59,37.49,26.2,64.9,6.25,0,June to September,soybean
Madhya Pradesh,99.64,56.4,57.39,16.39,48.4,6.38,0,November to March,wheat
Andhra Pradesh,73.87,38.88,59.18,24.26,67.1,5.95,0.01,September to March,tomato
Karnataka,67.58,45.3,66.52,24.12,86.5,5.57,0.26,March to September,coffee
Kerala,75.24,42.34,51.22,25.85,84.3,4.88,10.19,April to September,tea
Goa,54.32,33.47,31.89,27.68,72,7.35,0,June to September,soybean
Tripura,63.85,26.75,62.1,28.06,68.5,6.59,1.92,June to September,cotton
Karnataka,127.74,56.56,111.23,28.4,76.4,7.01,0.65,February to October,sugarcane
Punjab,76,53.98,54.64,17.12,48.4,6.7,1.76,November to March,wheat
Punjab,81.71,41.17,44.74,29.19,51.6,6.42,1.31,June to September,cotton
Karnataka,61.51,18.21,49.4,28.75,69.8,6.2,16.15,June to September,cotton
Rajasthan,60.72,38.99,53.11,31.27,65.5,7.33,0.32,June to September,cotton
Rajasthan,75.14,37.35,53.06,29.1,50.9,6.13,0.15,June to September,jowar
Haryana,73.11,43.38,57.23,25.59,63.4,7.5,1.01,September to March,tomato
Telangana,43.65,18.18,38.88,21.82,65.8,7.16,0.68,October to February,pulses
Nagaland,77.09,47.22,54.42,31.22,60.6,6.35,0.29,June to September,jowar
Uttar Pradesh,87.3,65.59,56.85,19.88,78.5,6.31,0.56,October to March,potato
Assam,58.25,28.5,68.24,22.98,71.4,7.09,11.29,September to March,tomato
Jharkhand,101.74,48.25,57.17,18.86,77,5.81,0.01,October to March,potato
Maharashtra,49.58,28.77,43.33,32.51,42.9,7.05,1.41,June to September,bajra
Jharkhand,94.76,40.75,38.12,28.75,68.7,7.07,0.28,June to October,maize
Maharashtra,81.51,48.55,44.01,24.67,67.6,7.38,13.27,June to October,maize
Kerala,46.49,31.56,66.41,22,67.7,7.5,0.65,October to March,onion
Madhya Pradesh,57.55,40.95,60.67,23.02,65,6.5,0.34,September to March,tomato
Telangana,70.78,34.31,45.01,29.22,63.4,7.33,6.93,June to September,jowar
Goa,84.58,45.62,46.28,29.95,70.1,5.9,2.26,June to October,maize
Tripura,44.1,47.33,53.61,26.67,76.2,7.17,3.36,September to March,tomato
Odisha,79.36,58.52,59.61,26.9,84.5,7.24,0,June to September,rice
Jharkhand,57.41,38.55,48.11,28.24,41.4,6.84,10.49,June to September,jowar
Haryana,81.26,42.54,49.66,12.21,51.2,7.35,1.04,November to March,wheat
Uttar Pradesh,104.93,50.05,120.09,29.32,75.8,6.92,0,February to October,sugarcane
Assam,80.18,40.2,72.45,21.35,84.2,6.1,9.52,April to September,tea
West Bengal,61.21,49.04,73.85,24.93,95,5.09,5.07,April to September,tea
Nagaland,32.21,53.49,33.59,28.98,65.9,6.05,1.2,June to September,groundnut
Kerala,62.58,41.68,69.82,21.39,93.9,5.45,9.06,March to September,coffee
Kerala,59.31,38.09,39.25,27.37,71.6,7.05,12.49,June to September,soybean
Manipur,47.05,36,28.31,18.6,70.7,6.36,1.51,October to February,pulses
Manipur,72.16,44.25,43.94,29.89,64.6,6.32,2.18,June to September,cotton
Gujarat,80.45,37.46,42.11,28.63,68.2,6.38,3.56,June to October,maize
Andhra Pradesh,63.98,24.66,42.92,26.48,72.3,6.96,1.41,June to October,maize
Nagaland,36.17,37.41,51.33,26.09,79.5,6.8,13.07,June to September,groundnut
Himachal Pradesh,35.81,41.39,33.69,22,61.2,7.89,0,October to February,pulses
Maharashtra,64.52,28.57,55.51,22.49,68.6,6.03,0,September to March,tomato
Tamil Nadu,67.86,39.66,71.62,23.95,82.2,5.81,1.39,March to September,coffee
Odisha,63.78,31.16,75.96,21.75,78.5,6.36,0.76,October to March,onion
Jharkhand,62.72,40.26,33.17,26.99,63,6.02,0.26,September to March,tomato
Tripura,60.65,41.91,81.32,27.76,92.2,6.43,1.74,April to September,tea
Andhra Pradesh,79.84,49.57,38.8,31.93,78.8,6.72,1.54,June to September,rice
Goa,48.01,28.17,26.48,24.98,63.3,7.9,3.02,October to February,pulses
Punjab,46.34,36.4,34.59,17.31,41.8,6.94,0.31,October to February,pulses
Uttarakhand,52.63,35.83,46.98,25.47,76.1,6.72,0.3,June to September,groundnut
Punjab,102.71,49.61,42.99,16.43,50.8,6.5,1.65,November to March,wheat
Haryana,66.01,33.44,47.33,21.57,55.7,5.76,5.91,September to March,tomato
Nagaland,56.44,48.28,59.65,24.59,75.2,7.5,0,September to March,tomato
Uttar Pradesh,92.99,49.66,47.34,13.55,60.3,6.66,0.05,November to March,wheat
Karnataka,73.54,37.36,57.5,21.47,77.2,6,1.48,October to March,onion
Bihar,49.9,28.76,33.43,33.06,46.6,6.86,2.49,June to September,bajra
Punjab,92.41,38.08,51.37,17.24,62,7.28,0,November to March,wheat
Tripura,62.4,55.92,40.99,23.41,65.8,5.75,7.43,June to October,maize
Chhattisgarh,45.67,33.16,37.54,19.39,52.7,7.39,0,October to February,pulses
Rajasthan,94.81,39.74,82.93,19.5,64.1,7.5,0.21,October to March,potato
Uttarakhand,53.65,39.12,46.56,26.21,63,6.22,1.5,June to September,soybean
Haryana,48.97,25.36,49.02,31.55,44.5,7.63,2,June to September,bajra
Tripura,78.83,42.71,47.47,29.47,73,6.26,2.53,June to October,maize
Goa,52.03,33.94,26.08,25.46,77.5,6.73,0.2,June to September,soybean
Karnataka,49.86,43.05,57.57,23.77,81.2,5.46,3.27,March to September,coffee
Madhya Pradesh,86.09,41.03,46.46,19.07,50.4,6.99,1.76,November to March,wheat
Punjab,52.8,35.84,69.56,18.55,59.3,6.45,0,October to March,onion
Telangana,76.52,30.55,41.78,25.58,66.4,6.95,5.95,June to September,cotton
Manipur,49.86,38.57,40.7,27.54,76.3,6.81,0.29,June to September,soybean
Uttar Pradesh,33.54,38.27,34.47,20.7,49.6,7.08,1.12,October to February,pulses
West Bengal,101.51,54.74,48.6,28.35,81.2,6.27,0.76,June to September,rice
Haryana,112.22,42.08,51.15,14.58,42,6.89,0.58,November to March,wheat
Bihar,50.23,38.36,30.2,27.49,61.9,6.24,5.27,June to September,soybean
Gujarat,72.01,36.02,31.29,29,60.5,6.74,0,June to October,maize
Tripura,87.03,43.74,39.61,27.03,77.5,6.62,2.44,June to October,maize
Uttarakhand,49.46,27.35,34.5,32.94,44.5,6.96,0.2,June to September,bajra
Maharashtra,70.33,32.88,59.7,24.52,72.3,7.32,2.06,September to March,tomato
Punjab,102.05,41.57,42.77,17.76,59.8,6.43,0.42,November to March,wheat
Himachal Pradesh,80.69,53.45,44.54,23.26,60.2,7.44,0,June to October,maize
Maharashtra,58.75,44.66,33.83,31.47,66.8,7.5,0.47,June to September,soybean
Manipur,43.91,43.06,33.41,23.46,63.7,7.09,2.28,October to February,pulses
Punjab,58.09,40,37.35,27.12,62.6,6.86,0,June to September,soybean
West Bengal,29.85,18.92,40.66,22.03,65.2,6,3.52,October to February,pulses
West Bengal,57.46,29.57,82.09,21.35,61.4,6.04,1.97,October to March,onion
West Bengal,84.33,49.61,46.66,28.6,87.9,6.59,0.94,June to September,rice
Tripura,71.24,49.03,80.4,22.59,82.5,5.8,18.82,April to September,tea
Uttar Pradesh,94.14,60.43,81.86,27.56,79.3,6.75,3.64,February to October,sugarcane
Uttar Pradesh,80.81,37.8,39.77,20.02,74.8,6.74,1.32,September to March,tomato
Assam,74.89,43.91,68.33,26.74,65.3,6.78,5,September to March,tomato
Tripura,36.77,40.15,45.23,25.81,74.2,6.91,0.59,June to September,groundnut
Madhya Pradesh,57.86,28.89,39.81,30.96,42.3,7.04,0.41,June to September,bajra
Kerala,58.09,39.27,48.1,25.89,76.1,7,6.67,June to September,soybean
Goa,59.92,32.58,58.75,26.01,63.1,6.83,2,September to March,tomato
Madhya Pradesh,99.7,44.03,52.86,17.44,58.8,7.52,0,November to March,wheat
Haryana,82.59,45.1,40.45,27.53,60.6,6.68,0.17,June to October,maize
Uttar Pradesh,81.68,29.25,39.62,26.63,74.2,6.94,0.77,June to October,maize
Manipur,70.23,29.89,48.61,26.5,71.8,7.15,1.75,June to October,maize
Punjab,72.15,37.48,59.2,22.2,52.5,7.43,0.85,October to March,onion
Punjab,46.94,25.16,33.17,24.05,40.5,6.94,0,October to February,pulses
Tripura,68.3,36.43,76.23,22.85,79.5,4.5,2.08,April to September,tea
Gujarat,65.5,27.19,46.21,33.47,51.2,6.2,1.87,June to September,bajra
Himachal Pradesh,70.92,43.24,60.86,16.43,73.1,6.21,0,October to March,potato
Punjab,60.92,26.38,58.8,27.13,52.1,6.41,1.22,June to September,cotton
Goa,61.36,40.01,54.82,23.86,70.1,5.97,5.28,September to March,tomato
Himachal Pradesh,57.53,49.48,35.96,26.49,57.2,6.49,1.09,June to October,maize
Chhattisgarh,50.51,33.11,35.99,20.41,63.9,6.53,0,October to February,pulses
Odisha,86.89,50.7,62.96,18.74,74.1,5.99,0.49,October to March,potato
Madhya Pradesh,35.71,28.28,40.51,28.58,75.5,5.75,0.91,June to September,groundnut
Tamil Nadu,59.17,43.68,59.63,22.55,86.7,5.68,12.46,March to September,coffee
Uttar Pradesh,49.11,34.26,40.6,26.98,65.6,6.7,0,June to September,soybean
Tamil Nadu,67.61,44.93,75.96,25.79,82.6,5.83,10.08,March to September,coffee
Kerala,82.43,44.63,70.65,25.33,87,5.91,12.97,April to September,tea
Uttarakhand,70.84,39.11,37.19,26.96,61.8,6.49,2.74,June to September,cotton
Tamil Nadu,64.67,39.09,44.74,31.24,68,6.19,2.81,June to September,cotton
Uttar Pradesh,100.39,41.43,42.11,16.92,60,7.07,0.58,November to March,wheat
Nagaland,73.77,62.09,69.53,20.02,77.4,6.57,2.85,October to March,potato
Punjab,108.18,47.48,51.17,10,58.7,7.35,0,November to March,wheat
Chhattisgarh,59.1,35.96,39.75,24.41,74.9,6.9,0.29,September to March,tomato
Punjab,83.5,44.74,41.13,18.52,56.1,6,0.76,November to March,wheat
Andhra Pradesh,62.41,33.53,42.21,31.49,74.8,6.5,0,June to September,cotton
Uttar Pradesh,42.15,32.78,45.53,30.28,43.3,7.19,0,June to September,bajra
Assam,72.61,46.95,85.05,25.85,86.9,6.49,1.63,April to September,tea
Assam,81.4,43.6,55.57,20.05,77.6,6.34,2.26,October to March,potato
Himachal Pradesh,63.85,45.73,47.78,28.36,64.6,6.23,1.11,June to September,cotton
Andhra Pradesh,39.08,26.5,35.86,17.34,49.6,6.07,1.27,October to February,pulses
Madhya Pradesh,35.81,30.33,27.6,32.77,44.1,6,1.03,June to September,bajra
Karnataka,81.11,36.94,66.75,22.89,79.6,6.75,1.42,October to March,onion
Himachal Pradesh,52.26,41.78,44.97,25.07,60,7.23,0.82,September to March,tomato
Uttarakhand,56.23,38.5,44.1,28.58,59.9,6.58,0.48,June to September,jowar
Tripura,59.83,37.44,44.95,34.32,48.7,7.82,6.91,June to September,bajra
Karnataka,46.23,36.54,45,34.44,46.5,6.97,0.25,June to September,bajra
Punjab,67.14,32.24,41.96,23.99,69.8,5.96,1.43,September to March,tomato
Rajasthan,57.66,25.41,59.97,23.49,56.1,6.52,0,September to March,tomato
Karnataka,107.83,63.86,114.6,31.64,83.6,7.05,1.41,February to October,sugarcane
West Bengal,80.62,54.46,49.15,24.02,90.5,4.97,4.83,April to September,tea
Nagaland,43.7,27.42,37.34,33.61,45.3,7.15,0.34,June to September,bajra
Tamil Nadu,67.19,45.29,74.44,19.02,70.9,6.52,2.79,October to March,potato
Maharashtra,111.35,57.63,98.58,29.39,82.7,6.7,1.83,February to October,sugarcane
Tamil Nadu,109.35,51.46,99.04,31.67,81.7,7.3,0.33,February to October,sugarcane
Andhra Pradesh,61.7,24.81,34.34,34.64,41.2,7.25,0.56,June to September,bajra
Nagaland,85.23,61.08,28.22,28.12,60,6.46,4.27,June to October,maize
Jharkhand,41,31.15,39.66,19.2,54.6,7.11,0.26,October to February,pulses
Madhya Pradesh,107.94,57.86,56.53,16.54,54.1,7.76,0.24,November to March,wheat
Himachal Pradesh,51.89,22.46,43.1,28,39.6,7.5,0,June to September,bajra
Maharashtra,80.9,56.29,52.6,29.36,83.8,6.3,2.09,June to September,rice
Uttar Pradesh,70.23,37.1,45.05,28.57,53.4,7.22,3.76,June to September,jowar
Uttarakhand,66.46,30.85,49.61,19.1,52.9,6.89,1.49,October to March,onion
Maharashtra,91.34,50.28,50.73,18.28,85,6.71,4.15,October to March,potato
Haryana,101.26,50.66,50.78,16.53,49.6,6.82,0.37,November to March,wheat
Kerala,74.03,43.16,70.03,25.23,89.7,5.39,17.3,March to September,coffee
Tamil Nadu,72.8,39.42,44.57,30.1,57.1,5.99,0.02,June to September,cotton
Assam,67.97,49.04,78.3,23.82,89.6,5.8,1.4,April to September,tea
Kerala,60.27,46.51,60.59,20.13,89.5,5.44,28.58,March to September,coffee
Chhattisgarh,30.89,40.39,32.89,27.08,73.8,6.05,0.14,June to September,groundnut
Haryana,63.66,41.25,45.78,24.89,66.8,6.69,0.04,September to March,tomato
Uttar Pradesh,105.5,62.14,101.74,32.3,82.7,6.07,2.12,February to October,sugarcane
Assam,87.45,51.61,40.54,26.91,88.7,6.27,3.29,June to September,rice
Nagaland,55.8,45.93,41.61,25.65,73.4,6.06,4.17,June to October,maize
Maharashtra,66.63,43.74,57.1,18.06,78,6.71,0.29,October to March,potato
Odisha,76.3,40.35,36.83,27.19,65.5,5.91,4.68,June to October,maize
Tamil Nadu,35.57,47.83,36.89,30.01,71.1,5.68,0,June to September,groundnut
Karnataka,67.96,41.79,61.63,30.3,64.6,6.06,0.85,June to September,cotton
Goa,55.81,38.6,56.07,31.15,59,6.22,0.14,June to September,jowar
West Bengal,60.07,41.28,33.34,28.5,66.3,5.5,5.85,June to September,soybean
Kerala,68.07,34.59,70.26,24.77,84.3,5.46,0,April to September,tea
Assam,69.44,40.6,68.04,21.83,83,5.59,6.29,April to September,tea
Andhra Pradesh,53.9,37.56,44.72,31.23,55.4,6.5,11.6,June to September,jowar
Tamil Nadu,93.7,50.09,45.66,28.36,77.3,5.77,3.24,June to September,rice
Uttar Pradesh,119.93,71.72,98.68,26.78,79.7,6.41,0,February to October,sugarcane
Telangana,70.5,41.26,65.64,22.99,62.3,6.21,0.38,October to March,onion
Manipur,81.41,37.61,55,29.9,61.1,7.18,4.81,June to September,jowar
Bihar,63.15,40.56,78.79,18.15,73.8,5.94,0.45,October to March,potato
Punjab,97.62,54.91,42.71,18.19,59.8,6.96,0.21,November to March,wheat
Bihar,71.47,40.04,59.58,20.77,68.2,6.22,1.2,October to March,onion
Goa,43.39,32.59,23.69,26.99,75,6.76,6.53,June to September,soybean
Bihar,74.09,39.71,78.99,20.08,51.5,7.09,0.02,October to March,onion
Gujarat,63.65,34.92,51.35,29.72,54.8,6.71,0.58,June to September,jowar
Goa,58.25,34.52,37.26,28.77,67.7,7.16,0.6,June to September,soybean
Tamil Nadu,67.69,43.31,45.7,23.74,57.1,6.03,1.27,June to October,maize
Andhra Pradesh,55.54,35,63.22,27.2,64.7,6.65,2.74,June to September,cotton
Maharashtra,91.94,44.5,47.88,29.36,79.1,6.9,16.45,June to September,rice
Andhra Pradesh,76.76,51.63,43.54,26.51,88.5,6.79,0.68,June to September,rice
Karnataka,61.22,33.38,54.88,24.88,64.1,5.76,0.81,September to March,tomato
Uttar Pradesh,66.33,30.1,48.38,33.14,44.8,7.06,0,June to September,bajra
Uttar Pradesh,50.18,33.69,43.41,29.61,55.6,6.52,0.59,June to September,bajra
Uttar Pradesh,75.83,47.94,35.55,26.58,69.8,6.85,0.06,June to October,maize
Kerala,74.37,51.92,63.01,18.33,88,5.34,4.06,March to September,coffee
Rajasthan,51.86,37.58,51.34,22.72,57,7.39,0.44,October to March,onion
Uttar Pradesh,89.49,48.81,47.85,18.54,50.1,6.39,0,November to March,wheat
Himachal Pradesh,48.88,22.3,36.97,27.42,62.2,6.73,0.69,June to September,soybean
Kerala,67.02,48,94.51,20.13,85,6.16,28.11,April to September,tea
Tripura,55.13,38.29,62.64,20.24,71.1,6.49,1.16,October to March,onion
Assam,67.95,37.39,70.6,21.94,69.3,6.05,12.1,October to March,onion
Gujarat,45.53,35.38,30.15,20.97,64.7,6.66,0,October to February,pulses
Andhra Pradesh,81.3,50.5,42.11,30.04,87.2,6.93,2.25,June to September,rice
Nagaland,53.68,33.95,38.74,26.4,64.7,6,0.23,June to September,soybean
Jharkhand,95.42,52.49,60.87,16.71,75.9,6.79,3.93,October to March,potato
Maharashtra,129.27,53.72,87.09,30.93,75.1,6.79,2.71,February to October,sugarcane
Madhya Pradesh,87.84,57.63,46.9,16.84,51.4,6.76,1.03,November to March,wheat
Kerala,77.34,33.19,68.42,21.34,72.4,6.61,6.29,October to March,onion
Himachal Pradesh,69.29,41.56,37.61,23.04,65.7,5.83,0,September to March,tomato
Uttarakhand,37.5,40.73,50.62,28.55,69,5.79,0.29,June to September,groundnut
Assam,62.06,33.4,66.38,20.84,70,6.55,0.27,October to March,onion
Nagaland,46.58,36.98,49.44,28.09,76.7,6.77,0.29,June to September,groundnut
Rajasthan,42.11,33.72,40.05,28.62,67.9,7.5,0.06,June to September,groundnut
Uttar Pradesh,61.99,37.06,38.85,28.38,68.2,6.24,0.08,June to September,soybean
Gujarat,58.75,23.42,47.91,36.21,43.6,7.65,2.9,June to September,bajra
Manipur,65.89,44.92,46.4,26.6,63.5,6.94,1.86,June to October,maize
Uttarakhand,74.18,24.57,52.63,22.55,68,5.82,1.63,September to March,tomato
Madhya Pradesh,82.16,38.52,55.07,19.59,48.3,7.42,0,November to March,wheat
Tripura,53.25,46.05,53.22,31.21,67,6.91,5.06,June to September,cotton
Assam,61.71,37.52,49.51,27.18,72.4,6.59,0.44,June to September,cotton
Telangana,59.27,37.56,39.29,34.99,41.3,6.5,1.08,June to September,bajra
Haryana,78.72,50.29,73.86,15.27,73.6,5.94,0.7,October to March,potato
Andhra Pradesh,96.66,47.55,49.94,26.78,76.8,6.39,11.33,June to September,rice
Kerala,54.89,45.04,68.9,26.7,84.8,5.87,0.66,March to September,coffee
Karnataka,90.48,57.66,86.79,28.61,78.8,6.9,3.82,February to October,sugarcane
Kerala,81.36,28.49,57.21,28.94,60.4,6.49,6.72,June to September,jowar
Tripura,78.86,43.72,73.09,25.68,86.2,5.95,11.24,April to September,tea
Karnataka,58.43,54.02,72.06,24.71,81.8,6.23,1.68,March to September,coffee
Andhra Pradesh,44.89,36.73,35.59,23.33,69.1,7.26,0.02,October to February,pulses
Andhra Pradesh,87.38,49.63,42.71,27.98,64.4,5.94,0.44,June to October,maize
West Bengal,81.69,50.45,76.51,23.92,90.3,5.55,7.14,April to September,tea
Nagaland,33.71,43.87,40.24,28.8,76.2,5.98,3.12,June to September,groundnut
Karnataka,60.34,45.54,68.43,24.57,83.1,5,3.03,March to September,coffee
Uttar Pradesh,39.94,33.6,38.17,22.82,48.4,7.74,0.41,October to February,pulses
Manipur,57.02,33.38,50.92,26.51,69.1,6.77,0,June to September,cotton
Maharashtra,31.07,47.59,47.08,28.61,70.5,6.08,1.46,June to September,groundnut
Odisha,69.58,31.71,39.94,27.99,66.4,6.61,1.37,September to March,tomato
Kerala,63.31,49.36,69.19,25.85,90.2,5.17,1.73,March to September,coffee
Kerala,64.49,50.47,61.59,20.62,86.1,5.84,1.43,March to September,coffee
Maharashtra,39.77,28.52,37.13,32.9,40.7,7.05,2.03,June to September,bajra
Nagaland,50.35,23.73,46.17,34.13,51.9,7.26,3.19,June to September,bajra
Kerala,49.45,26.12,33.84,34.21,42.1,6.71,2.42,June to September,bajra
Uttar Pradesh,75.28,44.05,55.54,22.13,62.9,6.7,0.85,October to March,onion
Karnataka,62.1,44.26,39.4,28.38,69.6,6.64,0.78,June to October,maize
Uttar Pradesh,99.79,55.83,85.52,26.39,73.8,6.18,0.02,February to October,sugarcane
Maharashtra,102.71,51.73,99.97,30.38,80.8,6.86,20.83,February to October,sugarcane
Uttar Pradesh,117.03,58.03,77.7,31.06,69.4,7.5,3.57,February to October,sugarcane
Andhra Pradesh,72.07,48.85,82.36,18.73,80.5,6.33,0.49,October to March,potato
Kerala,87.17,38.24,69.61,21.4,75,7.11,0.6,October to March,onion
Manipur,81.05,45.79,61.46,18.97,77,5.5,3.14,October to March,potato
Nagaland,64.6,38.62,43.23,25.95,64.4,6.98,0.74,June to October,maize
Himachal Pradesh,64.56,41.07,43.92,24.27,71.3,6.37,0,June to September,soybean
Madhya Pradesh,55.35,31.59,26.44,36.12,39.6,6.99,0.07,June to September,bajra
Rajasthan,57.68,44.87,80.31,22.8,57.5,6.72,0.01,September to March,tomato
Maharashtra,30.68,39.38,37.95,30.73,71.7,6.58,10.42,June to September,groundnut
Tamil Nadu,101.24,56.82,49.99,29.77,78,6.68,7.27,June to September,rice
Kerala,86.81,34.13,44.28,27.55,80,6.79,0.61,June to October,maize
West Bengal,58.2,48,36.51,25.43,63,5.74,0.42,September to March,tomato
Bihar,32.99,36.68,35.46,26.78,78,6.24,1.97,June to September,groundnut
Himachal Pradesh,63.81,27.69,50.88,25,52.2,6.26,2.37,June to September,jowar
Assam,84.64,38.86,48.25,31.04,81.5,6.4,7.24,June to September,rice
Uttar Pradesh,106.69,53.94,79.18,30.31,80.2,6.71,0,February to October,sugarcane
Bihar,79.87,48.59,43.78,29.51,81.3,6.63,0.4,June to September,rice
Karnataka,60.54,42.86,62.3,25.39,80.3,6.14,1.47,March to September,coffee
Karnataka,51.45,33.76,56.57,27.64,69.1,6.67,0.15,June to September,cotton
Goa,47.08,32.63,49.29,32.69,39,6.73,1.21,June to September,bajra
Andhra Pradesh,79.49,40.21,48.18,29.69,83,6.16,0.45,June to September,rice
Rajasthan,71.64,36.59,79.23,20.05,68.9,7.03,0.31,October to March,potato
Punjab,93.78,46.49,48.32,17.33,52.8,6.49,0.76,November to March,wheat
West Bengal,71.3,43.54,51.45,25.84,81.1,5,8.55,April to September,tea
Telangana,43.87,47.8,56.36,25.46,58,6.98,3.54,June to September,soybean
Assam,69.71,47.29,60.52,26.23,91.5,4.51,0.84,April to September,tea
Uttarakhand,59.41,45.44,46.16,22.84,57.9,6.09,4.44,June to October,maize
West Bengal,51.96,26.66,32.41,31.32,46,7.45,4.03,June to September,bajra
Chhattisgarh,40.86,24.62,36.04,21.02,55.4,6.81,0.64,October to February,pulses
West Bengal,52.87,39.11,43.7,24.01,63.1,6.83,2.11,June to September,soybean
